id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num,total_day,work_day_rate,weekend_day_rate,avg_early_hour,avg_last_hour
25155,31,,1,19,400,50,0,43,800,106,90,1610,0,2,0,1,1,202,1,105,37,8,0,3,1,15,0,9,2,0,0,0,0,0
13259,41,,2,46,600,0,1,,90,106,90,702,1,239,23,122,42,5553,377,2423,1264,199,16,92,38,309,25,153,55,22,0.727,0.273,6.273,22.455
23787,24,0,1,72,400,10,1,43,1394,68,110,383,0,44,1,26,1,1509,23,786,121,87,1,53,0,114,1,53,4,25,0.68,0.32,1.32,22.52
2005,39,0,2,47,400,120,0,,528,106,90,702,,5,0,4,0,29,0,9,1,3,0,0,0,2,0,1,0,15,0.733,0.267,8.133,9.333
15327,30,0,2,43,200,40,0,,524,26,90,1610,0,15,0,10,2,1206,14,766,42,32,0,18,2,23,0,14,0,26,0.808,0.192,4.423,20.462
21362,18,0,2,57,0,0,1,43,467,73,100,289,0,145,11,70,37,2328,118,1113,468,344,28,134,93,140,7,59,41,31,0.645,0.355,4.613,21.129
17724,30,1,1,57,200,0,0,12,611,68,100,1509,0,416,18,211,78,10902,473,5303,2243,1655,86,622,535,50,4,22,12,24,0.875,0.125,4.542,21.708
18479,29,1,2,79,100,400,1,,255,106,90,782,0,42,4,27,5,1698,49,979,190,125,3,84,7,132,6,85,14,33,0.758,0.242,3.152,22.545
20675,22,0,1,72,100,0,1,,586,68,216,1717,0,206,12,108,34,1522,107,860,240,167,13,81,37,240,15,145,33,10,0.7,0.3,6.5,21.6
32843,29,0,2,49,400,130,1,,837,30,90,1610,0,81,0,56,2,3302,71,2029,253,150,2,92,6,100,3,64,8,29,0.69,0.31,5,21.069
13019,25,0,2,61,800,80,1,43,302,68,216,1704,0,4,0,2,1,2415,43,1484,203,41,0,23,6,89,2,52,16,27,0.518,0.481,3,22.222
32792,28,,1,71,900,60,1,,460,68,62,2272,0,164,5,111,8,3028,99,1753,393,257,8,152,35,91,3,58,10,32,0.687,0.312,4.781,21.844
27770,21,,2,63,0,0,1,,109,106,90,782,0,33,2,13,7,1301,71,627,242,95,1,42,20,42,0,24,5,28,0.679,0.321,2.036,22.821
26533,28,,1,71,900,10,0,,475,106,90,592,0,7,0,4,0,1350,40,834,139,37,0,26,1,341,9,254,24,38,0.684,0.316,3.079,21.842
21648,,,2,,,,1,,598,106,90,1277,0,133,5,86,20,2719,57,1719,164,100,5,69,11,51,1,31,6,20,0.7,0.3,5.8,21.65
23567,59,0,2,40,800,0,1,7,488,73,110,644,0,64,0,50,1,3210,72,2110,227,76,0,54,3,34,0,25,0,21,0.571,0.429,3.905,16.381
15539,34,0,1,81,400,0,1,,281,68,40,2149,0,106,0,63,7,2250,52,1156,281,187,5,96,20,229,7,121,18,21,0.619,0.381,2.095,21
9932,20,0,1,79,300,50,1,7,332,68,216,958,0,228,8,134,29,7682,334,3644,1605,386,19,183,70,210,6,106,41,24,0.667,0.333,2.958,19.667
29207,31,,1,60,100,1280,1,,253,68,216,659,0,20,1,14,1,1320,30,799,100,49,1,33,4,78,1,51,7,26,0.692,0.308,1.808,22.077
23026,25,0,2,61,0,0,1,43,606,106,90,782,0,5,0,5,0,9922,534,6004,1297,154,7,99,8,198,8,132,16,38,0.684,0.316,0.316,22.632
34144,31,0,2,66,500,30,0,,604,104,90,1892,0,18,0,14,0,945,19,656,47,71,1,56,2,83,1,61,3,29,0.759,0.241,7.345,20.379
34261,20,0,1,67,900,20,0,7,1581,68,100,201,0,24,1,17,1,1148,26,722,80,98,0,62,7,102,2,70,5,33,0.788,0.212,0.939,22.818
33906,25,0,2,63,800,0,0,43,818,68,100,834,0,9,0,4,0,3743,58,2406,222,109,2,76,6,86,1,63,1,31,0.645,0.355,5.484,21.129
27497,38,0,1,78,0,440,1,7,169,68,62,1901,0,49,1,20,1,934,8,450,74,55,0,23,2,64,0,31,1,26,0.769,0.231,1.154,22
29270,33,,1,66,800,0,1,,76,59,216,659,0,88,1,52,8,4179,113,2264,460,147,3,72,17,151,4,82,18,13,0.769,0.231,1.923,22.462
8820,22,0,2,84,300,0,1,43,941,68,62,2036,0,121,2,89,9,5402,108,3357,423,219,4,151,10,201,4,131,11,42,0.762,0.238,3.762,22.381
28026,31,0,1,30,600,10,1,43,674,68,62,1016,0,4,1,2,2,281,5,155,35,21,1,12,1,22,0,11,1,37,0.757,0.243,4.486,21.108
18376,24,0,1,75,100,20,1,43,709,68,216,1942,0,155,6,63,30,5996,139,3097,592,201,9,85,39,102,2,48,10,37,0.757,0.243,4,22.216
8878,28,,2,6,200,0,0,,631,26,90,702,0,14,0,9,0,297,1,189,14,34,1,20,2,17,0,12,0,26,0.692,0.308,4.231,19.885
18584,54,,2,15,800,10,1,,1499,29,100,1126,0,176,6,118,12,10174,435,6196,981,254,10,158,22,117,3,77,8,32,0.719,0.281,0.313,22.313
20828,,,1,,,,1,,841,68,219,1749,0,97,1,79,1,6378,162,3981,587,159,0,111,5,105,0,72,3,28,0.786,0.214,6.429,21.25
32327,18,0,1,29,200,0,1,43,664,73,100,44,0,178,7,108,13,6223,159,3452,850,138,8,80,21,60,3,43,4,28,0.821,0.179,4.036,21.929
20326,28,,2,68,700,10,1,,373,68,40,490,1,491,11,317,32,5626,154,3165,739,971,31,524,161,570,21,300,114,27,0.778,0.222,2.037,22.481
16172,30,0,1,69,200,420,0,,866,9,90,327,0,34,1,26,2,1275,28,740,98,89,0,58,2,128,3,74,9,33,0.727,0.273,0.121,22.545
33212,22,0,1,40,0,10,1,,600,73,62,483,0,3,0,2,0,898,34,442,138,28,0,13,1,25,0,11,2,29,0.655,0.345,2.897,21.103
17269,20,0,2,66,800,260,1,,247,106,90,237,1,162,3,118,3,3852,49,2412,221,236,7,166,13,252,7,166,24,28,0.536,0.464,0.786,20.857
8481,33,0,1,53,400,100,0,43,618,73,100,1472,0,60,0,29,13,1259,42,509,291,91,1,34,24,152,3,60,40,29,0.69,0.31,2.414,21.034
15815,23,,1,78,500,0,1,,386,23,216,1934,0,121,1,78,8,3573,92,1975,475,631,24,334,110,1593,73,633,423,25,0.6,0.4,1.64,20.92
18065,33,1,2,62,0,0,1,43,577,68,216,46,0,199,5,88,49,6346,299,2621,1540,197,10,69,50,180,7,66,53,34,0.765,0.235,8.324,21.147
18460,26,0,2,66,300,0,1,43,667,68,100,1508,0,37,0,17,3,1897,39,1172,152,75,1,39,6,233,6,148,27,27,0.741,0.259,3.481,22.444
19637,35,,1,37,500,10,0,,203,106,90,327,0,19,0,10,1,650,7,401,50,37,0,22,1,38,0,22,0,14,0.714,0.286,3.786,18.786
29436,18,0,2,62,200,0,1,,1507,68,110,278,0,99,3,56,5,931,50,542,97,39,6,18,8,24,2,14,5,32,0.719,0.281,1.656,22.563
10933,59,,2,3,100,0,0,,10,29,100,1395,1,4,0,1,2,44,1,16,9,17,1,8,4,33,2,11,7,3,0.666,0.333,19,20
34380,45,1,2,35,800,0,1,,210,29,62,1039,0,68,3,16,21,1138,49,320,333,106,6,18,39,86,5,20,27,34,0.618,0.382,7,20.147
29167,24,,2,10,0,40,0,43,352,30,90,2092,0,94,4,68,4,1433,84,892,156,136,12,76,22,194,12,135,21,31,0.903,0.097,1.516,21.161
15933,37,0,2,44,600,160,1,43,779,73,110,1044,0,42,2,15,12,865,26,446,141,61,3,34,6,39,0,14,3,32,0.812,0.187,4.156,19.875
16821,28,0,2,40,200,0,1,,607,23,216,260,0,87,2,48,4,1896,52,985,207,118,0,56,12,113,0,50,9,32,0.625,0.375,4.344,22.156
8643,20,0,1,67,100,340,1,12,322,68,216,1942,0,202,4,125,16,13822,704,6621,2678,387,16,173,63,178,10,83,42,28,0.643,0.357,5.5,22.357
34839,55,,2,2,300,0,0,7,173,73,100,980,1,,,,,3,0,1,1,1,0,0,1,1,0,0,1,1,0.999,0,2,3
8919,31,,1,82,900,0,1,,106,68,216,1462,0,21,0,13,0,625,14,313,64,64,1,36,2,43,3,21,3,28,0.607,0.393,0.429,21.857
21747,51,1,2,23,100,0,1,,555,29,100,927,0,171,6,105,20,2423,91,1014,541,241,6,116,54,99,3,46,22,23,0.696,0.304,4.13,18.391
32192,30,0,2,70,100,0,1,,1598,106,90,1610,0,67,1,29,16,1883,30,1065,130,46,1,24,2,52,0,26,2,22,0.773,0.227,1.409,21.591
13861,20,,2,10,900,190,0,,247,30,90,1277,0,35,1,22,4,1595,25,940,108,58,1,32,5,45,0,28,3,21,0.571,0.429,6.524,17.333
27887,25,0,1,49,800,70,1,,1420,106,90,83,0,61,0,40,0,1641,15,1061,44,111,1,75,0,95,3,65,2,32,0.719,0.281,2.313,22.531
27159,26,,2,10,0,90,0,,359,26,90,592,0,17,2,10,0,405,6,214,26,35,1,17,1,31,0,17,2,18,0.778,0.222,8.056,13.389
30598,25,,1,9,0,30,1,,1610,88,90,83,0,148,6,71,19,5091,205,2383,868,154,7,61,27,62,2,33,8,20,0.7,0.3,4.7,21
22724,33,0,2,71,600,0,1,,677,68,62,71,0,71,1,38,4,1760,37,904,161,83,0,33,7,104,2,38,14,29,0.793,0.207,4.828,21.414
19993,,,2,,,,1,,846,68,100,1761,1,257,17,105,54,5599,364,2397,1373,526,55,139,194,87,7,24,29,28,0.75,0.25,3.821,22.036
32317,24,0,2,72,0,10,1,7,311,68,216,962,0,75,6,51,11,1657,53,1019,188,144,8,83,17,157,7,97,23,24,0.708,0.292,1.583,22.625
8275,27,0,2,58,400,100,1,,684,9,90,1892,0,35,1,17,5,8521,218,5378,628,326,8,202,39,578,22,284,92,37,0.784,0.216,0.919,22.73
31195,22,0,2,49,900,50,1,,646,73,100,927,0,22,0,12,0,2325,77,1482,151,116,4,74,6,93,3,59,6,24,0.708,0.292,0.375,22.292
29855,28,,1,72,200,20,1,7,99,68,40,1529,0,146,5,98,14,1776,55,960,283,134,3,66,17,137,2,73,15,24,0.667,0.333,7.417,21.417
22222,64,1,2,5,900,40,1,,13,26,90,1189,1,20,1,7,3,121,3,53,20,16,0,6,3,,,,,1,0.999,0,10,21
25656,,,2,,,,0,,568,66,62,2212,0,61,0,37,0,1909,23,1134,129,200,2,115,6,74,0,44,4,26,0.846,0.154,2,22.192
19121,23,0,1,49,900,40,1,,781,73,216,1242,0,17,0,13,0,3280,53,2015,187,63,1,46,2,41,1,26,0,23,0.565,0.435,0.391,22.087
28313,35,,2,78,900,0,1,,298,68,5,1921,0,89,3,53,4,2439,40,1459,200,96,2,49,7,122,2,69,9,19,0.684,0.316,6.684,20.105
8140,28,,1,11,200,70,1,7,144,98,62,1597,0,53,0,28,6,92,1,55,6,3,0,2,0,7,0,3,0,35,0.743,0.257,9.6,14.143
18776,28,0,2,71,300,80,1,7,626,98,62,86,0,48,2,21,5,2078,45,1119,236,91,4,39,16,114,1,50,15,27,0.63,0.37,0.778,22.815
15941,22,,1,23,500,20,1,,201,73,62,773,,9,0,5,0,615,32,287,137,20,1,14,2,25,0,18,2,5,0.8,0.2,9.2,20.8
26801,26,,2,72,700,130,1,,158,68,100,402,0,54,2,33,2,4196,103,2430,381,129,4,75,14,252,4,168,23,22,0.864,0.136,0.773,22.455
29016,21,0,1,14,0,10,0,,49,106,90,1610,0,5,0,2,0,127,3,64,14,6,0,2,1,19,0,8,5,1,0.999,0,0,15
8743,24,,2,,,,0,,620,68,100,1508,0,67,5,43,7,3416,100,2203,230,179,6,122,8,29,2,21,1,32,0.625,0.375,2.094,22.469
10142,25,,2,16,300,180,1,,577,30,90,2279,0,51,0,38,3,1438,42,886,128,126,3,81,19,85,4,47,16,12,0.667,0.333,1.667,21.583
11942,34,,2,70,900,10,0,43,152,106,90,592,0,39,1,22,3,2226,62,1394,205,67,0,34,5,722,24,512,51,33,0.636,0.364,1.03,22.545
11474,30,0,2,69,100,0,1,12,597,68,110,383,0,133,6,80,13,2627,74,1436,260,124,4,67,12,130,7,64,15,27,0.667,0.333,5.259,21.815
18081,19,0,1,64,0,0,1,,314,23,110,756,0,27,1,9,6,2609,85,1321,478,69,2,28,20,148,4,75,32,30,0.733,0.267,5.833,20.867
26353,21,,1,6,200,0,1,43,102,88,90,782,0,7,0,3,3,691,39,412,104,8,0,7,0,11,0,8,0,21,0.619,0.381,7.286,16.048
11726,49,,1,52,700,270,1,,107,68,110,1741,0,104,8,81,4,1460,65,940,143,118,6,87,6,33,1,24,1,19,0.684,0.316,6.632,14.842
30167,28,0,2,63,600,350,1,,1069,106,90,782,0,103,1,64,10,1295,19,785,106,123,2,83,8,100,2,60,7,29,0.655,0.345,6.345,21.483
34337,21,1,1,55,800,0,1,7,311,68,100,2016,1,102,1,29,30,2308,120,940,623,110,5,31,50,36,1,13,15,26,0.731,0.269,13.077,19.423
10902,27,0,2,74,200,0,0,43,713,9,90,782,0,81,2,50,8,4721,101,2899,341,315,8,178,27,167,3,94,13,30,0.8,0.2,1.367,22.867
31054,39,1,2,14,200,0,1,,267,23,62,1891,0,35,1,15,5,3087,68,1662,318,52,0,24,6,131,0,72,11,31,0.581,0.419,10.194,20.129
17094,28,0,1,95,400,0,0,,613,9,62,938,0,543,22,374,32,15585,573,8677,2056,1072,47,716,83,347,6,193,70,32,0.656,0.344,0.219,22.781
28356,,,1,,,,1,,609,68,216,408,0,160,1,93,5,3975,58,2440,177,373,0,215,8,379,1,201,15,32,0.656,0.344,0,22.625
34728,32,0,2,80,400,0,0,43,608,9,90,1892,0,120,0,83,5,3686,52,2292,170,207,0,130,4,175,0,101,7,26,0.654,0.346,1.192,22.962
7906,37,0,2,5,100,0,1,,539,23,81,1489,0,7,0,7,0,1492,56,955,125,37,2,27,1,21,0,16,0,41,0.732,0.268,8.293,20.659
20490,18,,1,39,500,10,1,,46,106,90,83,0,239,6,159,27,5796,229,3181,920,203,8,125,32,125,1,72,20,8,0.875,0.125,0.75,22.375
33743,,,1,,,,1,7,633,68,216,575,0,46,1,34,3,2323,57,1415,207,122,3,92,10,155,2,106,14,18,0.722,0.278,2.556,20.333
27632,38,,1,47,200,280,1,,23,68,216,1839,0,15,0,12,0,143,1,85,14,13,0,5,4,7,0,4,0,0,0,0,0,0
8432,18,0,2,79,600,30,0,7,614,73,100,845,0,165,2,115,5,7184,194,4549,633,327,8,222,33,331,9,208,54,36,0.75,0.25,2.056,21.222
23408,18,,2,66,400,0,1,,105,68,100,402,0,170,8,111,26,2093,73,1182,307,211,8,126,26,140,4,82,23,17,0.765,0.235,9,20.882
10501,24,,2,65,800,20,1,,301,23,110,756,0,30,0,21,2,7652,163,5197,417,83,1,55,3,760,21,532,38,23,0.652,0.348,5.217,22.174
34831,19,,1,21,0,60,0,,237,26,90,1610,0,101,6,63,6,7283,416,3903,1231,177,12,98,20,164,6,99,15,40,0.675,0.325,3.625,21.525
12956,19,,2,14,400,0,1,,150,29,100,1395,0,114,4,43,26,2327,103,901,587,141,6,47,34,60,2,21,19,27,0.852,0.148,2.741,21.741
31544,40,0,1,59,100,60,1,43,555,106,90,592,0,5,0,3,0,2058,39,1150,197,16,0,8,0,93,0,39,7,23,0.609,0.391,1.174,22.696
26647,33,0,1,27,300,0,1,43,563,62,216,8,0,27,0,7,2,822,13,439,99,57,0,18,6,49,1,19,9,27,0.704,0.296,2.778,22.259
18995,19,,1,81,0,10,1,7,173,68,100,769,0,110,2,67,5,7242,229,4233,787,174,4,109,15,132,3,86,10,29,0.828,0.172,2.172,22.138
32598,22,,1,71,400,0,1,,66,106,90,83,0,176,1,123,7,2089,53,1247,169,429,20,263,57,204,7,139,17,12,0.5,0.5,4.417,22.083
26532,26,0,2,71,900,0,1,,735,106,90,327,0,296,5,164,31,8794,291,4871,1270,502,19,234,86,351,18,168,66,19,0.737,0.263,5.421,21.737
12092,21,0,2,38,800,190,0,,693,68,100,323,0,41,0,30,2,3868,72,2436,235,133,0,88,6,66,0,45,3,30,0.767,0.233,2.267,22.8
8246,66,1,2,66,700,10,1,7,360,73,216,1252,0,560,63,165,211,11560,596,5300,2625,1170,134,344,458,153,9,69,42,30,0.733,0.267,1.2,22.467
21797,33,,1,70,0,10,1,,463,68,62,1314,0,354,3,214,19,1667,43,881,172,147,4,76,12,51,1,24,1,23,0.696,0.304,5.217,20.304
15014,31,0,1,73,300,0,1,7,292,87,216,526,0,79,2,46,1,3802,105,1892,432,133,4,66,11,173,3,90,9,28,0.786,0.214,0.5,22.536
33768,33,0,2,67,100,40,1,43,625,106,90,1610,0,10,0,5,0,1346,35,783,136,38,1,25,2,44,0,24,2,38,0.684,0.316,0.421,22.974
21697,75,,2,32,600,0,1,,219,68,100,150,0,40,1,16,7,131,9,54,33,12,1,6,2,21,2,5,5,2,1,0,9.5,9.5
10976,28,0,2,68,200,0,1,,865,73,127,1506,0,582,34,230,173,6800,315,2746,1900,376,24,86,167,86,6,33,33,10,0.6,0.4,6.6,22.6
30768,23,,1,14,300,0,1,,60,62,216,1934,0,65,4,46,7,7190,148,4439,541,128,6,88,11,114,4,77,8,12,0.917,0.083,4.833,22.333
23468,22,0,1,71,300,10,1,7,199,68,62,1039,0,228,2,154,15,9893,249,5968,1038,291,6,195,18,486,11,303,59,29,0.724,0.276,2.828,22.241
32357,21,0,2,38,100,0,0,43,225,99,90,592,0,1,0,0,0,251,4,170,18,10,0,7,0,142,1,106,6,26,0.846,0.154,2.769,22.692
24067,29,0,1,50,700,10,1,,1953,106,90,2135,0,97,6,53,9,4300,143,2426,556,331,15,179,36,178,6,108,16,25,0.68,0.32,3.96,22.4
24823,21,,2,72,0,30,0,3,252,73,100,1006,0,111,7,64,10,3578,110,2153,369,202,5,113,26,144,3,83,17,30,0.633,0.367,2.633,22.667
15412,18,,1,35,500,90,1,,144,29,110,1342,0,170,3,103,24,13010,460,6101,2913,768,25,382,179,489,28,167,177,23,0.739,0.261,1.391,22.261
10909,31,0,1,61,900,130,1,7,363,68,110,539,0,110,1,54,22,2295,86,1208,348,145,1,66,28,153,3,75,23,34,0.676,0.324,3.588,22.059
17697,26,0,2,37,300,10,1,,684,73,216,941,0,33,0,22,1,3783,60,2401,245,162,0,106,6,204,0,135,10,18,0.556,0.444,3.611,19.389
35492,36,0,2,19,700,10,1,14,108,29,62,1111,0,50,5,23,11,2367,105,909,421,102,6,56,18,73,4,33,23,30,0.8,0.2,5.867,19.367
26224,26,0,1,66,700,0,0,,671,73,40,1118,0,82,3,35,15,832,24,383,145,125,3,50,31,146,4,72,27,16,0.812,0.187,7.875,20.188
13126,30,0,1,48,500,0,1,,451,68,219,2134,0,61,2,48,7,2143,69,1391,214,42,2,29,4,183,3,119,12,15,0.6,0.4,6.733,17.867
26872,24,0,2,80,200,60,1,43,360,9,90,782,0,143,2,93,10,10433,198,6512,739,233,1,146,11,400,7,246,22,26,0.615,0.385,0.346,22.462
19130,27,0,2,71,600,0,0,,673,9,90,782,0,135,9,64,31,1334,53,799,173,120,8,73,15,434,12,308,36,24,0.792,0.208,2.333,21.208
24389,26,0,1,43,300,260,1,,574,106,90,2279,0,122,4,81,5,2067,31,1231,115,53,4,37,1,77,2,47,3,32,0.687,0.312,5.938,20.688
32173,30,1,1,63,0,70,1,43,214,68,216,1942,0,571,11,378,42,4183,99,2499,389,431,11,262,39,276,5,162,24,12,0.5,0.5,8.333,18.75
26215,22,0,2,53,400,0,1,,678,68,62,545,0,89,1,58,4,174,4,110,24,27,0,13,5,9,0,6,1,5,0.6,0.4,13,13.2
14826,44,,2,24,0,30,1,43,436,23,110,159,0,169,9,46,57,2052,126,696,669,174,10,48,66,167,9,43,67,24,0.708,0.292,12.583,18
22164,20,,2,79,0,10,1,12,300,68,216,726,0,25,0,21,1,2385,58,1519,175,97,3,69,5,251,6,188,16,30,0.633,0.367,3.467,22.033
26468,23,1,2,19,400,0,0,43,641,78,100,1372,1,41,4,12,11,444,17,142,146,62,3,16,21,137,3,30,53,18,0.722,0.278,9.056,15.833
20134,43,,1,13,700,0,1,,199,68,62,2278,0,17,0,5,6,167,6,92,29,25,2,9,10,27,0,14,7,3,0.666,0.333,5,14
36985,25,0,2,48,300,0,1,,667,106,90,2135,0,19,0,13,1,2146,27,1366,97,34,0,24,2,19,0,16,0,26,0.654,0.346,4.692,19.077
7681,,,2,,,,0,,600,73,62,1358,0,99,0,60,12,765,6,451,49,34,0,16,5,23,1,13,3,28,0.714,0.286,5.964,12
17483,23,0,2,36,100,120,0,,604,106,90,1610,0,13,1,9,0,1261,35,777,127,49,0,31,3,26,0,16,3,28,0.679,0.321,2.714,21.679
36865,20,,1,11,500,0,1,,686,29,62,242,,16,0,5,3,761,35,469,71,20,1,9,4,9,0,4,1,9,0.667,0.333,5.556,17.444
7880,36,0,2,58,900,10,1,,923,68,216,1942,0,36,1,15,0,1001,21,638,68,78,1,45,3,35,1,17,2,58,0.776,0.224,2.345,21.707
19924,28,0,2,69,0,0,1,,591,73,62,242,0,167,1,90,11,1697,34,871,172,56,2,36,4,22,0,13,0,16,0.687,0.312,2.375,22.625
25705,25,,2,36,0,0,0,,271,9,90,83,0,3,0,2,0,120,2,66,11,12,0,7,0,23,0,13,1,31,0.613,0.387,2.677,12.742
25002,38,,2,66,800,0,0,37,448,88,90,1892,0,46,0,18,6,3482,76,1700,431,185,1,74,27,221,3,95,21,30,0.733,0.267,4.367,21.733
8092,42,,1,40,100,40,0,,21,26,90,782,1,128,3,16,59,605,26,147,212,132,4,22,62,111,2,19,53,11,0.818,0.182,4.727,21.727
10479,20,0,1,9,800,10,0,,292,30,90,782,0,12,2,9,1,1872,93,1134,225,30,1,17,3,165,11,123,15,21,0.714,0.286,5.143,16.952
7963,28,,2,31,300,0,1,,423,106,90,83,0,41,0,26,2,251,3,182,5,15,0,13,0,69,0,52,3,57,0.702,0.298,5.807,13.719
18289,42,0,1,17,700,0,1,,263,39,62,1205,0,31,0,16,3,1521,69,972,150,50,1,29,8,32,3,25,3,27,0.704,0.296,8.333,18.407
10160,26,0,2,82,400,0,1,7,342,68,216,1942,0,67,2,36,9,1058,28,544,146,157,5,74,20,136,5,72,19,20,0.8,0.2,0.85,22.8
32757,39,,2,13,0,0,1,,393,66,62,940,1,57,1,33,8,159,8,48,46,24,0,3,10,7,0,0,3,4,0.75,0.25,13,15.75
20722,20,,1,28,400,0,1,,30,23,110,1089,0,12,2,6,4,120,3,69,18,12,2,7,5,13,0,7,3,0,0,0,0,0
17796,27,0,1,70,700,0,1,12,219,68,100,1583,0,20,1,10,2,2499,80,1371,379,72,2,38,11,68,6,34,12,28,0.857,0.143,1.5,21.5
20217,25,,1,74,0,0,1,,298,68,110,756,0,27,2,14,7,3285,131,1630,615,116,11,46,28,58,3,20,11,22,0.636,0.364,0.773,22.955
8784,19,,2,74,400,0,1,20,102,68,62,2061,0,249,15,146,40,5997,222,3192,917,773,41,408,119,456,22,244,65,24,0.625,0.375,0.75,21.917
28350,26,0,2,5,200,210,1,,973,64,100,1074,0,2,0,0,0,215,4,135,9,9,0,3,0,21,0,9,1,12,0.833,0.167,5.75,19.75
29553,18,0,2,55,600,0,1,43,524,68,110,1637,0,59,2,41,2,3416,66,2271,242,73,3,51,8,63,2,39,9,24,0.792,0.208,6.583,18.75
14057,,,2,,,,0,,682,68,100,769,0,88,0,59,3,12044,193,7604,681,298,4,179,15,521,4,289,35,32,0.781,0.219,1.625,22.313
8874,38,1,2,29,900,0,0,7,559,30,90,232,0,231,3,84,75,3058,73,972,857,421,11,86,178,80,4,24,26,28,0.786,0.214,3,21.714
33400,24,0,1,12,700,290,0,43,730,68,216,2150,0,14,0,5,0,1133,16,661,74,45,1,28,5,21,0,12,3,20,0.5,0.5,3.55,20.8
31318,18,0,1,78,600,0,1,,588,106,90,1407,0,261,3,148,18,8880,190,5476,734,248,3,141,15,299,8,187,26,26,0.692,0.308,4.808,22.462
31518,26,0,1,3,900,0,1,43,664,30,90,1277,0,52,0,38,4,2522,101,1486,309,100,2,62,13,35,1,22,2,34,0.794,0.206,3.529,21.912
25903,26,0,1,46,800,10,1,43,359,68,216,1704,0,1,0,1,0,1215,15,722,78,20,2,13,2,23,0,8,2,30,0.8,0.2,9.733,19.9
20070,27,0,2,6,400,20,1,43,704,29,216,1973,0,29,0,17,3,830,24,458,72,32,1,23,3,39,1,25,3,31,0.839,0.161,4.452,20.968
8361,29,0,2,72,500,0,1,,509,68,100,706,0,41,0,29,2,566,9,332,57,66,0,46,2,45,0,32,5,23,0.87,0.13,3.043,19.391
9230,27,0,1,57,200,0,1,7,611,73,216,962,0,96,1,47,10,1100,26,604,157,91,3,45,13,67,1,29,9,25,0.72,0.28,0.88,21.84
17969,28,0,2,66,900,0,1,43,640,68,100,927,0,13,0,6,1,1012,20,614,91,34,0,22,1,25,0,16,0,33,0.697,0.303,6.03,19.03
25326,34,0,2,35,500,0,1,,368,74,216,436,0,1,0,1,0,767,14,335,161,71,2,22,27,12,0,4,1,24,0.667,0.333,5.333,18.417
11930,50,1,2,61,700,0,1,,133,68,216,1349,0,144,5,54,35,1169,56,381,388,152,12,38,52,80,5,19,36,20,0.7,0.3,9.05,19.3
17666,25,0,1,73,200,210,1,43,344,68,216,2150,0,99,6,56,7,2104,60,1138,241,99,7,53,19,109,9,64,16,32,0.625,0.375,0.813,22.594
34289,25,0,2,73,800,0,1,43,633,106,90,1610,0,212,4,143,20,2075,53,1297,198,130,4,79,15,1682,50,1204,137,36,0.583,0.417,4.139,21.25
11724,33,,1,54,0,0,1,,231,68,216,1859,0,60,2,32,11,2591,98,1351,442,68,2,33,19,44,0,25,11,32,0.594,0.406,0.781,22.156
11213,26,0,1,72,500,20,1,7,535,68,100,201,0,28,1,17,3,653,29,354,109,58,2,31,11,167,4,101,26,37,0.73,0.27,8.189,20.189
29084,27,0,2,71,100,0,1,,488,68,62,86,0,39,2,31,4,2258,63,1305,166,141,3,87,6,91,0,53,7,38,0.737,0.263,2.579,22.342
35967,34,1,2,37,400,0,0,3,36,73,40,814,,65,4,21,23,370,26,99,123,54,3,11,18,29,1,10,10,6,0.667,0.333,10.167,18.167
33280,20,,1,72,100,10,1,7,328,106,90,1277,0,245,18,146,31,9038,444,4979,1349,327,19,193,38,208,9,125,19,33,0.636,0.364,3.333,22.667
35354,23,0,1,21,700,0,1,,576,29,62,841,0,138,3,90,14,2656,70,1547,278,227,7,142,21,94,5,62,8,29,0.759,0.241,2.69,22.345
19058,21,0,1,20,700,0,0,43,692,78,100,409,0,246,3,137,19,2606,46,1414,228,216,5,110,38,112,2,61,10,23,0.783,0.217,5.391,21.087
19951,23,0,1,53,600,10,1,,207,106,90,1892,0,24,0,17,0,2686,47,1707,161,64,1,42,1,149,2,91,5,26,0.808,0.192,0.423,22.731
30718,49,1,2,64,700,10,1,7,724,68,216,1211,1,144,0,96,11,16349,549,8407,2997,559,18,235,147,371,13,123,141,37,0.649,0.351,1.054,22.27
34404,30,0,2,69,600,0,1,,682,106,90,2092,0,34,2,17,2,293,3,174,8,92,1,58,0,85,0,45,1,26,0.808,0.192,6.885,20.769
12911,29,0,2,67,900,290,0,,154,106,90,1610,0,209,5,125,10,2945,97,1655,349,169,3,88,20,208,8,113,31,28,0.857,0.143,7.571,20.607
31724,36,0,2,10,800,0,1,14,167,30,90,2135,0,107,4,71,9,1558,62,798,229,77,1,44,10,72,2,43,8,31,0.71,0.29,0.935,22.452
19484,24,,1,98,600,0,1,,92,68,216,726,0,100,1,68,3,1959,56,1143,226,283,13,130,68,398,16,200,78,6,0.667,0.333,6.333,22.833
